benchmark,compile_time_s,run_time_s,run_type,timestamp
benchmark1.c,0.13106012344360352,0.1626129150390625,current,2025-01-10 23:23:56
benchmark2.c,0.11974978446960449,0.24709796905517578,current,2025-01-10 23:23:56
